dept_id,short_name,school_id,ctu_name,type,address,zip,grade_category,es_network,ctu_network,cps_network,ward,county_dist,congress,house,senate,community_area,community_name,community_side,planning_zone
22971,DIXON,609887,Dixon Elem School,Neighborhood,8306 S SAINT LAWRENCE AVE,60619,ES,12,12A,12,6,4,1,34,17,44,CHATHAM,Far Southeast Side,Chatham-South Shore
23411,ORTIZ DE DOMINGUEZ,609950,Dominguez Elementary School,Neighborhood,3000 S LAWNDALE AVE,60623,ES,7,07A,7,22,7,4,23,12,30,SOUTH LAWNDALE,West Side,Pilsen-Little Village
22991,DOOLITTLE,609891,Doolittle East Elem School,Neighborhood,535 E 35TH ST,60653,ES,9,09A,9,4,3,1,26,13,35,DOUGLAS,South Side,Bronzeville-Hyde Park-Woodlawn
23001,DORE,609893,Dore Elem School,Neighborhood,7134 W 65TH ST,60638,ES,10,10A,10,13,11,6,22,11,64,CLEARING,Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
41061,DOUGLASS HS,610245,Douglass High School,Neighborhood,543 N WALLER AVE,60644,HS,3,15,15,29,1,7,78,39,25,AUSTIN,West Side,Belmont-Austin
23011,DRAKE,609894,Drake Elem School,Neighborhood,2710 S DEARBORN ST,60616,ES,9,09A,9,3,2,7,6,3,35,DOUGLAS,South Side,Bronzeville-Hyde Park-Woodlawn
23021,DRUMMOND,609896,Drummond Elem School,Magnet,1845 W CORTLAND ST,60622,ES,6,06A,6,32,12,5,10,5,22,LOGAN SQUARE,North Side,Near N-Near W-Loop-BridgePort-Chinatown
26601,DUBOIS,610364,DuBois Elem School,Neighborhood,330 E 133RD ST,60827,ES,13,13B,13,9,5,2,29,15,54,RIVERDALE,Far Southeast Side,Far South Side - Far East Side
26141,DULLES,610263,Dulles Elem School,Neighborhood,6311 S CALUMET AVE,60637,ES,9,AUSL-S,9,20,2,1,5,3,69,GREATER GRAND CROSSING,South Side,Bronzeville-Hyde Park-Woodlawn
53021,DUNBAR HS,609676,Dunbar Voc. High School,Career academy,3000 S KING DR,60616,HS,9,17,17,4,3,1,5,3,35,DOUGLAS,South Side,Bronzeville-Hyde Park-Woodlawn
25491,DUNNE,610188,Dunne Elem School,Neighborhood,10845 S UNION AVE,60628,ES,13,13A,13,21,5,1,27,14,49,ROSELAND,Far Southeast Side,Far South Side - Far East Side
26831,DURKIN PARK,610352,Durkin Park Elem. School,Neighborhood,8445 S KOLIN AVE,60652,ES,10,10B,10,18,11,4,32,16,70,ASHBURN,Far Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
26051,DVORAK,610254,Dvorak Elem School,Neighborhood,3615 W 16TH ST,60623,ES,7,AUSL-W,7,24,2,7,9,5,29,NORTH LAWNDALE,West Side,Pilsen-Little Village
46681,DYETT ARTS HS,610587,Dyett H.S. for the Arts,Neighborhood,555 E 51ST ST,60615,HS,9,09B,17,20,3,1,26,13,40,WASHINGTON PARK,South Side,Bronzeville-Hyde Park-Woodlawn
26441,EARHART,610316,Earhart Elem School,Neighborhood,1710 E 93RD ST,60617,ES,12,12B,12,8,4,1,33,17,48,CALUMET HEIGHTS,Far Southeast Side,Chatham-South Shore
23031,EARLE,609897,Earle Elem School,Neighborhood,2040 W 62ND ST,60636,ES,11,11A,11,16,2,7,6,3,67,WEST ENGLEWOOD,Southwest Side,Englewood-Auburn Gresham
11385,Early Childhd Ed CW,,Early Childhd Ed CW,CW Department,,,,,,,,,,,,,,,
66254,ASPIRA - EARLY COLLEGE HS,400013,Early College Charter High School,Charter,3986 W BARRY AVE,60618,HS,4,CTUA2,4,31,8,3,40,20,21,AVONDALE,North Side,Logan-Lincoln Park
23041,EBERHART,609898,Eberhart Elem School,Neighborhood,3400 W 65TH PL,60629,ES,10,10B,10,14,7,4,1,1,66,CHICAGO LAWN,Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
23051,EBINGER,609899,Ebinger Elem School,Neighborhood,7350 W PRATT AVE,60631,ES,1,01A,1,41,9,9,20,10,9,EDISON PARK,Far North Side,Saug-ReedDunning-AlbanyPk
23071,EDGEBROOK,609901,Edgebrook Elem School,Neighborhood,6525 N HIAWATHA AVE,60646,ES,1,01B,1,45,10,5,15,8,12,FOREST GLEN,Far North Side,Saug-ReedDunning-AlbanyPk
29011,EDISON,609794,Edison Comp Gifted School,Regional gifted center,4929 N SAWYER AVE,60625,ES,1,01C,1,33,12,3,40,20,14,ALBANY PARK,Far North Side,Saug-ReedDunning-AlbanyPk
28081,EDISON PARK,610523,Edison Park Elem. School,Neighborhood,6220 N OLCOTT AVE,60631,ES,1,01A,1,41,9,5,20,10,10,NORWOOD PARK,Far North Side,Saug-ReedDunning-AlbanyPk
12670,Education General CW,,Education General CW,CW Department,,,,,,,,,,,,,,,
23081,EDWARDS,609903,Edwards Elem School,Neighborhood,4815 S KARLOV AVE,60632,ES,8,08A,8,14,7,4,1,1,57,ARCHER HEIGHTS,Southwest Side,McKinley Park
23101,ELLINGTON,609904,Ellington Elem School,Neighborhood,243 N PARKSIDE AVE,60644,ES,3,03B,3,29,1,7,8,4,25,AUSTIN,West Side,Belmont-Austin
66072,CICS - ELLISON HS,400032,Ellison Charter High School,Charter,1817 W 80TH ST,60620,HS,11,CTUA2,11,17,3,1,31,16,71,AUBURN GRESHAM,Far Southwest Side,Englewood-Auburn Gresham
46691,ENGLEWOOD STEM HS,610592,Englewood STEM H.S.,Neighborhood,6835 S NORMAL BLVD,60621,HS,11,16,16,6,2,1,32,16,68,ENGLEWOOD,Southwest Side,Englewood-Auburn Gresham
63081,EPIC HS,400094,Epic Academy Charter High School,Charter,8255 S HOUSTON AVE,60617,HS,12,CTUA2,12,7,4,2,25,13,46,SOUTH CHICAGO,Far Southeast Side,Chatham-South Shore
29051,ERICSON,609907,Ericson Elem School,Magnet,3600 W 5TH AVE,60624,ES,5,05B,5,28,1,7,10,5,27,EAST GARFIELD PARK,West Side,Humboldt Park-Garfield W-N Lawndale
23131,ESMOND,609908,Esmond Elem School,Neighborhood,1865 W MONTVALE AVE,60643,ES,10,10C,10,19,11,1,35,18,75,MORGAN PARK,Far Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
23141,EVERETT,609909,Everett Elem School,Neighborhood,3419 S BELL AVE,60608,ES,8,08B,8,12,7,4,1,1,59,MCKINLEY PARK,Southwest Side,McKinley Park
26461,EVERGREEN,610319,Evergreen Academy,Neighborhood,3537 S PAULINA ST,60609,ES,8,08B,8,11,11,4,24,12,59,MCKINLEY PARK,Southwest Side,McKinley Park
26591,EVERS,610362,Evers Elem School,Neighborhood,9811 S LOWE AVE,60628,ES,11,11B,11,9,5,1,27,14,73,WASHINGTON HEIGHTS,Far Southwest Side,Englewood-Auburn Gresham
26701,FAIRFIELD,610057,Fairfield Academy,Neighborhood,6201 S FAIRFIELD AVE,60629,ES,10,10A,10,16,11,4,6,3,66,CHICAGO LAWN,Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
23151,FALCONER,609910,Falconer Elem School,Neighborhood,3020 N LAMON AVE,60641,ES,3,03A,3,31,8,3,39,20,19,BELMONT CRAGIN,Northwest Side,Belmont-Austin
24371,FARADAY,610055,Faraday Elem School,Neighborhood,3250 W MONROE ST,60624,ES,5,05A,5,28,1,7,10,5,27,EAST GARFIELD PARK,West Side,Humboldt Park-Garfield W-N Lawndale
23271,FARMER,609928,Farmer Elem School,Neighborhood,4214 S ST LAWRENCE AVE,60653,ES,9,AUSL-S,9,4,3,1,26,13,38,GRAND BOULEVARD,South Side,Bronzeville-Hyde Park-Woodlawn
23161,FARNSWORTH,609912,Farnsworth Elem School,Neighborhood,5414 N LINDER AVE,60630,ES,1,01B,1,45,10,5,19,10,11,JEFFERSON PARK,Far North Side,Saug-ReedDunning-AlbanyPk
53091,FARRAGUT HS,609704,Farragut Car Acad High School,Neighborhood,2345 S CHRISTIANA AVE,60623,HS,7,16,16,22,7,4,23,12,30,SOUTH LAWNDALE,West Side,Pilsen-Little Village
46111,FENGER HS,609705,Fenger High School,Neighborhood,11220 S WALLACE ST,60628,HS,13,17,17,21,5,1,27,14,49,ROSELAND,Far Southeast Side,Far South Side - Far East Side
23201,FERNWOOD,609917,Fernwood Elem School,Neighborhood,10041 S UNION AVE,60628,ES,13,13A,13,21,5,1,27,14,73,WASHINGTON HEIGHTS,Far Southwest Side,Far South Side - Far East Side
23211,FIELD,609918,Field Elem School,Neighborhood,7019 N ASHLAND AVE,60626,ES,2,02A,2,49,13,9,14,7,1,ROGERS PARK,Far North Side,Ravenswood
12470,Finance General CW,,Finance General CW,CW Department,,,,,,,,,,,,,,,
23541,FINKL,609967,Finkl Academy,Neighborhood,2332 S WESTERN AVE,60608,ES,7,07B,7,25,7,4,24,12,31,LOWER WEST SIDE,West Side,Pilsen-Little Village
23221,FISKE,609919,Fiske Elem School,Neighborhood,6020 S LANGLEY AVE,60637,ES,9,09B,9,20,3,1,5,3,42,WOODLAWN,South Side,Bronzeville-Hyde Park-Woodlawn
46131,FOREMAN HS,609708,Foreman High School,Neighborhood,3235 N LECLAIRE AVE,60641,HS,1,14,14,31,8,3,39,20,15,PORTAGE PARK,Northwest Side,Saug-ReedDunning-AlbanyPk
23241,FORT DEARBORN,609924,Fort Dearborn Elem School,Neighborhood,9025 S THROOP ST,60620,ES,11,11B,11,21,4,1,27,14,73,WASHINGTON HEIGHTS,Far Southwest Side,Englewood-Auburn Gresham
23261,FOSTER PARK,609927,Foster Park Elem School,Neighborhood,8530 S WOOD ST,60620,ES,11,11B,11,18,4,1,31,16,71,AUBURN GRESHAM,Far Southwest Side,Englewood-Auburn Gresham
29081,FRANKLIN,609926,Franklin Magnet School,Magnet,225 W EVERGREEN AVE,60610,ES,4,04B,4,2,3,7,12,6,8,NEAR NORTH SIDE,Central,Logan-Lincoln Park
29411,FRAZIER PROSPECTIVE,610503,Frazier International Magnet,Magnet,4027 W GRENSHAW ST,60624,ES,5,05B,5,24,2,7,9,5,29,NORTH LAWNDALE,West Side,Humboldt Park-Garfield W-N Lawndale
66393,ACERO - FUENTES,400082,Fuentes Charter Elem School,Charter,2845 W BARRY AVE,60618,ES,4,CTUA1,4,35,12,3,40,20,21,AVONDALE,North Side,Logan-Lincoln Park
23281,FULTON,609929,Fulton Elem School,Neighborhood,5300 S HERMITAGE AVE,60609,ES,8,11A,8,16,11,7,6,3,61,NEW CITY,Southwest Side,McKinley Park
23291,FUNSTON,609930,Funston Elem School,Neighborhood,2010 N CENTRAL PARK AVE,60647,ES,4,04A,4,26,8,3,3,2,22,LOGAN SQUARE,North Side,Logan-Lincoln Park
46141,GAGE PARK HS,609709,Gage Park High School,Neighborhood,5630 S ROCKWELL ST,60629,HS,8,16,16,15,7,4,1,1,63,GAGE PARK,Southwest Side,McKinley Park
31081,GALE,609933,Gale Community Academy,Neighborhood,1631 W JONQUIL TER,60626,ES,2,02A,2,49,13,9,14,7,1,ROGERS PARK,Far North Side,Ravenswood
29141,GALILEO,610009,Galileo Magnet Academy,Magnet,820 S CARPENTER ST,60607,ES,6,06B,6,34,2,7,9,5,28,NEAR WEST SIDE,West Side,Near N-Near W-Loop-BridgePort-Chinatown
29091,GALLISTEL,609935,Gallistel Magnet School,Magnet,10347 S EWING AVE,60617,ES,13,13B,13,10,4,2,25,13,52,EAST SIDE,Far Southeast Side,Far South Side - Far East Side
66394,ACERO - GARCIA HS,400085,Garcia Charter High School,Charter,4248 W 47TH ST,60632,HS,8,CTUA1,8,14,7,4,1,1,57,ARCHER HEIGHTS,Southwest Side,McKinley Park
24951,GARVEY,610128,"Garvey, M. Elem School",Neighborhood,10309 S MORGAN ST,60643,ES,13,13A,13,21,5,1,27,14,73,WASHINGTON HEIGHTS,Far Southwest Side,Far South Side - Far East Side
23301,GARVY,609937,"Garvy, J. Elem School",Neighborhood,5225 N OAK PARK AVE,60656,ES,1,01A,1,41,10,5,20,10,10,NORWOOD PARK,Far North Side,Saug-ReedDunning-AlbanyPk
23311,GARY,609938,Gary Elem School,Neighborhood,3740 W 31ST ST,60623,ES,7,07A,7,22,7,4,23,12,30,SOUTH LAWNDALE,West Side,Pilsen-Little Village
23321,GILLESPIE,609939,Gillespie Elem School,Neighborhood,9301 S STATE ST,60619,ES,12,12B,12,6,4,1,34,17,49,ROSELAND,Far Southeast Side,Chatham-South Shore
22791,GINSBERG,609863,Ginsberg Elem School,Neighborhood,1003 N LEAVITT ST,60622,ES,5,05A,5,1,12,7,4,2,24,WEST TOWN,West Side,Humboldt Park-Garfield W-N Lawndale
23341,GOETHE,609942,Goethe Elem School,Neighborhood,2236 N ROCKWELL ST,60647,ES,4,04C,4,1,8,3,39,20,22,LOGAN SQUARE,North Side,Logan-Lincoln Park
46611,GOODE HS,610558,"Goode, STEM Academy HS",Magnet,7651 S HOMAN AVE,60652,HS,10,16,16,18,3,1,32,16,70,ASHBURN,Far Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
23371,GOUDY,609945,Goudy Elem School,Neighborhood,5120 N WINTHROP AVE,60640,ES,2,02B,2,48,10,9,13,7,3,UPTOWN,Far North Side,Ravenswood
23391,GRAHAM ES,609947,"Graham, A. Elem School",Neighborhood,4436 S UNION AVE,60609,ES,6,06B,6,15,11,7,6,3,61,NEW CITY,Southwest Side,Near N-Near W-Loop-BridgePort-Chinatown
49101,GRAHAM HS,609769,"Graham, R. Training Center",Special Education,2347 S WABASH AVE,60616,HS,6,14,14,3,2,7,5,3,33,NEAR SOUTH SIDE,Central,Near N-Near W-Loop-BridgePort-Chinatown
23401,GRAY,609949,Gray Elem School,Neighborhood,3730 N LARAMIE AVE,60641,ES,1,01B,1,30,8,3,19,10,15,PORTAGE PARK,Northwest Side,Saug-ReedDunning-AlbanyPk
22661,GREELEY,609850,Greeley Elem School,Neighborhood,832 W SHERIDAN RD,60613,ES,4,04B,4,46,10,9,13,7,6,LAKE VIEW,North Side,Logan-Lincoln Park
24131,GREEN,610032,"Green, Wendell Elem School",Neighborhood,1150 W 96TH ST,60643,ES,11,11B,11,21,4,1,27,14,73,WASHINGTON HEIGHTS,Far Southwest Side,Englewood-Auburn Gresham
23431,GREENE,609952,"Greene, N. Elem School",Neighborhood,3525 S HONORE ST,60609,ES,8,08B,8,12,7,4,24,12,59,MCKINLEY PARK,Southwest Side,McKinley Park
23441,GREGORY,609954,Gregory Elem School,Neighborhood,3715 W POLK ST,60624,ES,5,05B,5,24,2,7,9,5,27,EAST GARFIELD PARK,West Side,Humboldt Park-Garfield W-N Lawndale
23451,GRESHAM,609955,Gresham Elem School,Neighborhood,8524 S GREEN ST,60620,ES,11,AUSL-S,11,17,4,1,27,14,71,AUBURN GRESHAM,Far Southwest Side,Englewood-Auburn Gresham
23461,GRIMES,609956,Grimes Elem School,Neighborhood,5450 W 64TH PL,60638,ES,10,10A,10,13,11,4,22,11,64,CLEARING,Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
23361,GRISSOM,609944,Grissom Elem School,Neighborhood,12810 S ESCANABA AVE,60633,ES,13,13B,13,10,4,2,33,17,55,HEGEWISCH,Far Southeast Side,Far South Side - Far East Side
29121,GUNSAULUS,609958,Gunsaulus Scholastic Academy,Magnet,4420 S SACRAMENTO AVE,60632,ES,8,08A,8,12,7,4,23,12,58,BRIGHTON PARK,Southwest Side,McKinley Park
23481,HAINES,609959,Haines Elem School,Neighborhood,247 W 23RD PL,60616,ES,6,06B,6,11,2,7,24,12,34,ARMOUR SQUARE,South Side,Near N-Near W-Loop-BridgePort-Chinatown
23491,HALE,609960,Hale Elem School,Neighborhood,6140 S MELVINA AVE,60638,ES,10,10A,10,13,11,6,22,11,64,CLEARING,Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
22301,HALEY,609808,Haley Elem School,Neighborhood,11411 S EGGLESTON AVE,60628,ES,13,13A,13,21,5,1,28,14,49,ROSELAND,Far Southeast Side,Far South Side - Far East Side
23501,HAMILTON,609963,Hamilton Elem School,Neighborhood,1650 W CORNELIA AVE,60657,ES,4,04C,4,47,12,5,11,6,6,LAKE VIEW,North Side,Logan-Lincoln Park
23511,HAMLINE,609964,Hamline Elem School,Neighborhood,4747 S BISHOP ST,60609,ES,8,08B,8,20,7,4,6,3,61,NEW CITY,Southwest Side,McKinley Park
23531,HAMMOND,609966,Hammond Elem School,Neighborhood,2819 W 21ST PL,60623,ES,7,07B,7,25,7,4,24,12,30,SOUTH LAWNDALE,West Side,Pilsen-Little Village
32021,HAMPTON,609807,Hampton Fine Arts,Neighborhood,3434 W 77TH ST,60652,ES,10,10B,10,18,3,1,32,16,70,ASHBURN,Far Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
46021,HANCOCK HS,609694,Hancock High School,Selective enrollment,5437 W 64TH PL,60638,HS,10,15,15,13,11,4,22,11,64,CLEARING,Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
24461,HANSON PARK,610068,Hanson Park Elem School,Neighborhood,5411 W FULLERTON AVE,60639,ES,3,03A,3,36,8,3,3,2,19,BELMONT CRAGIN,Northwest Side,Belmont-Austin
51021,HARLAN HS,609710,Harlan Comm Acad High School,Neighborhood,9652 S MICHIGAN AVE,60628,HS,12,17,17,9,4,1,34,17,49,ROSELAND,Far Southeast Side,Chatham-South Shore
23561,HARTE,609969,Harte Elem School,Neighborhood,1556 E 56TH ST,60637,ES,9,09B,9,5,3,2,25,13,41,HYDE PARK,South Side,Bronzeville-Hyde Park-Woodlawn
23581,HARVARD,609971,Harvard School of Excellence,Neighborhood,7525 S HARVARD,60620,ES,11,AUSL-S,11,6,3,1,31,16,69,GREATER GRAND CROSSING,South Side,Englewood-Auburn Gresham
66351,ASPIRA - HAUGAN,400017,Haugan Charter Middle School,Charter,3729 W LELAND AVE,60625,ES,1,CTUA2,1,33,12,3,40,20,14,ALBANY PARK,Far North Side,Saug-ReedDunning-AlbanyPk
23591,HAUGAN,609972,Haugan Elem School,Neighborhood,4540 N HAMLIN AVE,60625,ES,1,01C,1,33,12,3,40,20,14,ALBANY PARK,Far North Side,Saug-ReedDunning-AlbanyPk
29131,HAWTHORNE,609974,Hawthorne Scholastic Academy,Magnet,3319 N CLIFTON AVE,60657,ES,4,04B,4,44,10,5,11,6,6,LAKE VIEW,North Side,Logan-Lincoln Park
31111,HAY,609975,Hay Community Academy,Neighborhood,1018 N LARAMIE AVE,60651,ES,3,03B,3,37,1,7,8,4,25,AUSTIN,West Side,Belmont-Austin
23621,HAYT,609976,Hayt Elem School,Neighborhood,1518 W GRANVILLE AVE,60660,ES,2,02A,2,48,10,9,14,7,77,EDGEWATER,Far North Side,Ravenswood
23651,HEALY,609979,Healy Achievement Skills Ctr,Neighborhood,3010 S PARNELL AVE,60616,ES,6,06B,6,11,11,7,24,12,60,BRIDGEPORT,South Side,Near N-Near W-Loop-BridgePort-Chinatown
23671,HEARST,609981,Hearst Elem School,Neighborhood,4640 S LAMON AVE,60638,ES,10,10A,10,22,7,4,1,1,56,GARFIELD RIDGE,Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
23681,HEDGES,609983,Hedges Main Elem School,Neighborhood,4747 S WINCHESTER AVE,60609,ES,8,08B,8,15,7,4,6,3,61,NEW CITY,Southwest Side,McKinley Park
23711,HEFFERAN,609985,Hefferan Elem School,Neighborhood,4409 W WILCOX ST,60624,ES,5,05B,5,28,1,7,10,5,26,WEST GARFIELD PARK,West Side,Humboldt Park-Garfield W-N Lawndale
23721,HENDERSON,609986,Henderson Elem School,Neighborhood,5650 S WOLCOTT AVE,60636,ES,8,11A,8,15,2,7,6,3,67,WEST ENGLEWOOD,Southwest Side,McKinley Park
31121,HENDRICKS,609987,Hendricks Elem School,Neighborhood,4316 S PRINCETON AVE,60609,ES,9,09A,9,20,2,7,6,3,37,FULLER PARK,South Side,Bronzeville-Hyde Park-Woodlawn
23731,HENRY,609988,Henry Elem School,Neighborhood,4250 N SAINT LOUIS AVE,60618,ES,1,01C,1,33,8,3,40,20,16,IRVING PARK,Northwest Side,Saug-ReedDunning-AlbanyPk
22441,HERNANDEZ,610532,Hernandez Middle School,Neighborhood,3510 W 55TH ST,60632,ES,8,08A,8,14,7,4,1,1,63,GAGE PARK,Southwest Side,McKinley Park
23771,HERZL,609991,Herzl Elem School,Neighborhood,3711 W DOUGLAS BLVD,60623,ES,7,AUSL-W,7,24,2,7,9,5,29,NORTH LAWNDALE,West Side,Pilsen-Little Village
23801,HIBBARD,609994,Hibbard Elem School,Neighborhood,3244 W AINSLIE ST,60625,ES,1,01C,1,33,12,3,40,20,14,ALBANY PARK,Far North Side,Saug-ReedDunning-AlbanyPk
31251,HIGGINS,610295,Higgins Community Academy,Neighborhood,11710 S MORGAN ST,60643,ES,13,13A,13,21,5,1,27,14,53,WEST PULLMAN,Far Southeast Side,Far South Side - Far East Side
47031,HIRSCH HS,609712,Hirsch Metro H.S. of Communica,Neighborhood,7740 S INGLESIDE AVE,60619,HS,12,17,17,8,3,1,32,16,69,GREATER GRAND CROSSING,South Side,Chatham-South Shore
23811,HITCH,609995,Hitch Elem School,Neighborhood,5625 N MCVICKER AVE,60646,ES,1,01B,1,45,10,5,19,10,10,NORWOOD PARK,Far North Side,Saug-ReedDunning-AlbanyPk
23821,HOLDEN,609996,Holden Elem School,Neighborhood,1104 W 31ST ST,60608,ES,6,06B,6,11,11,4,24,12,60,BRIDGEPORT,South Side,Near N-Near W-Loop-BridgePort-Chinatown
23831,HOLMES,609997,Holmes Elem School,Neighborhood,955 W GARFIELD BLVD,60621,ES,8,11A,8,16,2,7,6,3,68,ENGLEWOOD,Southwest Side,McKinley Park
23851,HOWE,610000,Howe Elem School,Neighborhood,720 N LOREL AVE,60644,ES,3,AUSL-W,3,37,1,7,8,4,25,AUSTIN,West Side,Belmont-Austin
23871,HOYNE,610002,Hoyne Elem School,Neighborhood,8905 S CRANDON AVE,60617,ES,12,12B,12,7,4,1,25,13,48,CALUMET HEIGHTS,Far Southeast Side,Chatham-South Shore
46341,HUBBARD HS,609741,Hubbard High School,Neighborhood,6200 S HAMLIN AVE,60629,HS,10,16,16,23,7,4,22,11,65,WEST LAWN,Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
23901,HUGHES C,610005,"Hughes, C. Elem School",Neighborhood,4247 W 15TH ST,60623,ES,7,05B,7,24,2,7,9,5,29,NORTH LAWNDALE,West Side,Pilsen-Little Village
22451,HUGHES L,610368,"Hughes, L. Magnet School",Neighborhood,240 W 104TH ST,60628,ES,13,13A,13,21,5,1,27,14,49,ROSELAND,Far Southeast Side,Far South Side - Far East Side
23911,HURLEY,610006,Hurley Elem School,Neighborhood,3849 W 69TH PL,60629,ES,10,10B,10,23,11,4,22,11,65,WEST LAWN,Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
46171,HYDE PARK HS,609713,Hyde Park Academy H.S.,Neighborhood,6220 S STONY ISLAND AVE,60637,HS,9,17,17,5,3,1,25,13,42,WOODLAWN,South Side,Bronzeville-Hyde Park-Woodlawn
66399,ACERO - IDAR,400112,Idar Charter Elem School,Charter,5050 S HOMAN AVE,60632,ES,8,CTUA1,8,14,7,4,1,1,63,GAGE PARK,Southwest Side,McKinley Park
55151,INFINITY HS,610384,Infinity Math & Science School,Small,3120 S KOSTNER AVE,60623,HS,7,07A,15,22,7,4,23,12,30,SOUTH LAWNDALE,West Side,Pilsen-Little Village
63131,INSTITUTO - HEALTH,400104,Instituto Health Science Career Academy-Charter,Charter,2520 S WESTERN AVE,60608,HS,7,CTUA2,7,25,7,4,24,12,31,LOWER WEST SIDE,West Side,Pilsen-Little Village
66921,INSTITUTO - JUSTICE HS,400164,Instituto Justice Leadership Acad. Charter,Charter,2570 S BLUE ISLAND AVE,60608,HS,7,CTUA2,7,25,7,4,24,12,31,LOWER WEST SIDE,West Side,Pilsen-Little Village
29191,INTER-AMERICAN,610078,Inter-American Magnet School,Magnet,851 W WAVELAND AVE,60613,ES,4,04B,4,44,10,5,11,6,6,LAKE VIEW,North Side,Logan-Lincoln Park
24881,IRVING,610121,"Irving, W. Elementary School",Neighborhood,749 S OAKLEY BLVD,60612,ES,6,06B,6,28,2,7,9,5,28,NEAR WEST SIDE,West Side,Near N-Near W-Loop-BridgePort-Chinatown
26651,JACKSON M,610369,"Jackson, Mahalia Elem School",Neighborhood,917 W 88TH ST,60620,ES,11,11B,11,21,4,1,27,14,71,AUBURN GRESHAM,Far Southwest Side,Englewood-Auburn Gresham
23921,JAHN,610010,Jahn Elem School,Neighborhood,3149 N WOLCOTT AVE,60657,ES,4,04C,4,32,12,5,11,6,5,NORTH CENTER,North Side,Logan-Lincoln Park
23931,JAMIESON,610011,Jamieson Achievement Skills Ct,Neighborhood,5650 N MOZART ST,60659,ES,2,02B,2,50,10,5,15,8,2,WEST RIDGE,Far North Side,Ravenswood
30011,JEFFERSON HS,609783,"Jefferson, N. Alternative Sch",Alternative,1100 S HAMILTON AVE,60612,HS,6,16,16,27,2,7,9,5,28,NEAR WEST SIDE,West Side,Near N-Near W-Loop-BridgePort-Chinatown
29341,JENSEN,610271,Jensen Scholastic Academy,Magnet,3030 W HARRISON ST,60612,ES,5,05B,5,28,2,7,9,5,27,EAST GARFIELD PARK,West Side,Humboldt Park-Garfield W-N Lawndale
26231,JOHNSON,610274,Johnson Elem School,Neighborhood,1420 S ALBANY AVE,60623,ES,5,AUSL-W,5,24,2,7,9,5,29,NORTH LAWNDALE,West Side,Humboldt Park-Garfield W-N Lawndale
47021,JONES HS,609678,Jones College Prep High School,Selective enrollment,700 S STATE ST,60605,HS,6,06B,15,4,3,7,6,3,32,LOOP,Central,Near N-Near W-Loop-BridgePort-Chinatown
22281,JOPLIN,609805,Joplin Elem School,Neighborhood,7931 S HONORE ST,60620,ES,11,11C,11,17,3,1,31,16,71,AUBURN GRESHAM,Far Southwest Side,Englewood-Auburn Gresham
22811,JORDAN,609865,Jordan Community School,Neighborhood,7414 N WOLCOTT AVE,60626,ES,2,02A,2,49,13,9,14,7,1,ROGERS PARK,Far North Side,Ravenswood
46421,JUAREZ HS,609764,Juarez Community Academy,Neighborhood,1450 W CERMAK RD,60608,HS,7,07B,15,25,7,4,24,12,31,LOWER WEST SIDE,West Side,Pilsen-Little Village
46401,JULIAN HS,609762,Julian High School,Neighborhood,10330 S ELIZABETH ST,60643,HS,10,16,16,21,5,1,27,14,73,WASHINGTON HEIGHTS,Far Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
23961,JUNGMAN,610015,Jungman Elem School,Neighborhood,1746 S MILLER ST,60608,ES,7,07B,7,25,7,4,24,12,31,LOWER WEST SIDE,West Side,Pilsen-Little Village
29071,KANOON,609920,Kanoon Magnet School,Neighborhood,2233 S KEDZIE AVE,60623,ES,7,07A,7,24,7,4,23,12,30,SOUTH LAWNDALE,West Side,Pilsen-Little Village
29211,KELLER,610084,Keller Magnet School,Regional gifted center,3020 W 108TH ST,60655,ES,10,10C,10,19,11,6,35,18,74,MOUNT GREENWOOD,Far Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
23251,KELLMAN,609925,Kellman Corporate Comm. School,Neighborhood,3030 W ARTHINGTON ST,60612,ES,5,05B,5,28,2,7,9,5,27,EAST GARFIELD PARK,West Side,Humboldt Park-Garfield W-N Lawndale
23971,KELLOGG,610016,Kellogg Elem School,Neighborhood,9241 S LEAVITT ST,60620,ES,10,10C,10,19,11,6,36,18,72,BEVERLY,Far Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
46181,KELLY HS,609715,Kelly College Prep,Neighborhood,4136 S CALIFORNIA AVE,60632,HS,8,16,16,12,7,4,23,12,58,BRIGHTON PARK,Southwest Side,McKinley Park
46191,KELVYN PARK HS,609716,Kelvyn Park High School,Neighborhood,4343 W WRIGHTWOOD AVE,60639,HS,4,14,14,31,8,3,39,20,20,HERMOSA,Northwest Side,Logan-Lincoln Park
