dept_id,short_name,school_id,ctu_name,type,address,zip,grade_category,es_network,ctu_network,cps_network,ward,county_dist,congress,house,senate,community_area,community_name,community_side,planning_zone
24961,PICKARD,610129,Pickard Elem School,Neighborhood,2301 W 21ST PL,60608,ES,7,07B,7,25,7,4,24,12,31,LOWER WEST SIDE,West Side,Pilsen-Little Village
31141,PILSEN,610013,Pilsen Comm Academy,Neighborhood,1420 W 17TH ST,60608,ES,7,07B,7,25,7,4,24,12,31,LOWER WEST SIDE,West Side,Pilsen-Little Village
24971,PIRIE,610130,Pirie Elem School,Neighborhood,650 E 85TH ST,60619,ES,12,12B,12,6,4,1,34,17,44,CHATHAM,Far Southeast Side,Chatham-South Shore
24981,PLAMONDON,610131,Plamondon Elem School,Neighborhood,2642 W 15TH PL,60608,ES,5,05B,5,28,7,7,9,5,29,NORTH LAWNDALE,West Side,Humboldt Park-Garfield W-N Lawndale
29261,POE,610132,Poe Classical School,Classical,10538 S LANGLEY AVE,60628,ES,13,13B,13,9,4,2,34,17,50,PULLMAN,Far Southeast Side,Far South Side - Far East Side
25011,PORTAGE PARK,610135,Portage Park Elem School,Neighborhood,5330 W BERTEAU AVE,60641,ES,1,01B,1,38,12,3,19,10,15,PORTAGE PARK,Northwest Side,Saug-ReedDunning-AlbanyPk
26291,POWELL,610281,Powell Elem School,Neighborhood,7511 S SOUTH SHORE DR,60649,ES,12,12A,12,7,4,2,25,13,43,SOUTH SHORE,South Side,Chatham-South Shore
25021,PRESCOTT,610136,Prescott Elem School,Neighborhood,1632 W WRIGHTWOOD AVE,60614,ES,4,04C,4,32,12,5,40,20,7,LINCOLN PARK,North Side,Logan-Lincoln Park
22581,PRIETO,610533,Prieto Academy,Neighborhood,2231 N CENTRAL AVE,60639,ES,3,03A,3,36,8,3,3,2,19,BELMONT CRAGIN,Northwest Side,Belmont-Austin
25871,PRITZKER,610229,"Pritzker, A N  Elem School",Regional gifted center,2009 W SCHILLER ST,60622,ES,6,06A,6,1,12,7,3,2,24,WEST TOWN,West Side,Near N-Near W-Loop-BridgePort-Chinatown
53041,PROSSER HS,609679,Prosser Voc High School,Career academy,2148 N LONG AVE,60639,HS,3,15,15,36,8,3,3,2,19,BELMONT CRAGIN,Northwest Side,Belmont-Austin
25031,PRUSSING,610137,Prussing Elem School,Neighborhood,4650 N MENARD AVE,60630,ES,1,01B,1,45,12,5,19,10,15,PORTAGE PARK,Northwest Side,Saug-ReedDunning-AlbanyPk
31211,PULASKI,610138,Pulaski Comm. Academy,Neighborhood,2230 W MCLEAN AVE,60647,ES,6,06A,6,32,1,5,39,20,22,LOGAN SQUARE,North Side,Near N-Near W-Loop-BridgePort-Chinatown
25041,PULLMAN,610139,Pullman Elem School,Neighborhood,11311 S FORRESTVILLE AVE,60628,ES,13,13B,13,9,4,2,34,17,50,PULLMAN,Far Southeast Side,Far South Side - Far East Side
46471,RABY HS,610334,Raby School (Flower),Small,3545 W FULTON BLVD,60624,HS,5,15,15,28,1,7,10,5,27,EAST GARFIELD PARK,West Side,Humboldt Park-Garfield W-N Lawndale
29111,RANDOLPH,609941,Randolph Magnet School,Magnet,7316 S HOYNE AVE,60636,ES,11,11C,11,17,2,7,32,16,67,WEST ENGLEWOOD,Southwest Side,Englewood-Auburn Gresham
25061,RAVENSWOOD,610141,Ravenswood Elem School,Neighborhood,4332 N PAULINA ST,60613,ES,2,02B,2,47,12,5,13,7,6,LAKE VIEW,North Side,Ravenswood
25071,RAY,610142,Ray Elem School,Neighborhood,5631 S KIMBARK AVE,60637,ES,9,09B,9,5,3,1,25,13,41,HYDE PARK,South Side,Bronzeville-Hyde Park-Woodlawn
25091,REAVIS,610143,Reavis Elem School,Neighborhood,834 E 50TH ST,60615,ES,9,09A,9,4,3,1,26,13,39,KENWOOD,South Side,Bronzeville-Hyde Park-Woodlawn
25101,REILLY,610144,Reilly Elem School,Neighborhood,3650 W SCHOOL ST,60618,ES,4,04C,4,30,8,3,40,20,21,AVONDALE,North Side,Logan-Lincoln Park
25111,REINBERG,610145,Reinberg Elem School,Neighborhood,3425 N MAJOR AVE,60634,ES,1,01B,1,30,8,3,3,2,15,PORTAGE PARK,Northwest Side,Saug-ReedDunning-AlbanyPk
25121,REVERE,610146,Revere Elem School,Neighborhood,1010 E 72ND ST,60619,ES,12,12A,12,5,3,1,5,3,69,GREATER GRAND CROSSING,South Side,Chatham-South Shore
53051,RICHARDS HS,609682,Richards Academy,Neighborhood,5009 S LAFLIN ST,60609,HS,8,16,16,20,7,7,6,3,61,NEW CITY,Southwest Side,McKinley Park
23381,RICHARDSON,610588,Richardson Middle School,Neighborhood,6018 S KARLOV AVE,60629,ES,10,10A,10,13,7,4,22,11,65,WEST LAWN,Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
45221,RICKOVER MILITARY HS,610390,Rickover Naval Academy,Military academy,5700 W BERTEAU AVE,60634,HS,1,02A,2,38,12,3,19,10,15,PORTAGE PARK,Northwest Side,Saug-ReedDunning-AlbanyPk
26061,ROBINSON,610256,Robinson Elem School,Neighborhood,4225 S LAKE PARK AVE,60653,ES,9,09A,9,4,3,1,26,13,36,OAKLAND,South Side,Bronzeville-Hyde Park-Woodlawn
25141,ROGERS,610147,Rogers Elem School,Neighborhood,7345 N WASHTENAW AVE,60645,ES,2,02A,2,50,13,9,18,9,2,WEST RIDGE,Far North Side,Ravenswood
46271,ROOSEVELT HS,609728,Roosevelt High School,Neighborhood,3436 W WILSON AVE,60625,HS,1,14,14,33,12,3,40,20,14,ALBANY PARK,Far North Side,Saug-ReedDunning-AlbanyPk
30121,RUDOLPH,610308,Rudolph Learning Center,Special Education,1628 W WASHINGTON BLVD,60612,ES,6,06A,6,27,2,7,10,5,28,NEAR WEST SIDE,West Side,Near N-Near W-Loop-BridgePort-Chinatown
25181,RUGGLES,610152,Ruggles Elem School,Neighborhood,7831 S PRAIRIE AVE,60619,ES,12,12B,12,6,4,1,34,17,69,GREATER GRAND CROSSING,South Side,Chatham-South Shore
24931,RUIZ,610125,Ruiz Elementary School,Neighborhood,2410 S LEAVITT ST,60608,ES,7,07B,7,25,7,4,24,12,31,LOWER WEST SIDE,West Side,Pilsen-Little Village
25191,RYDER,610153,Ryder Elem School,Neighborhood,8716 S WALLACE ST,60620,ES,11,11B,11,21,4,1,31,16,71,AUBURN GRESHAM,Far Southwest Side,Englewood-Auburn Gresham
29371,SABIN,610342,Sabin Magnet School,Magnet,2216 W HIRSCH ST,60622,ES,5,05A,5,1,1,7,3,2,24,WEST TOWN,West Side,Humboldt Park-Garfield W-N Lawndale
22631,SADLOWSKI,610586,Sadlowski Elementary School,Neighborhood,3930 E 105TH ST,60617,ES,13,13B,13,10,4,2,25,13,52,EAST SIDE,Far Southeast Side,Far South Side - Far East Side
30101,SALAZAR,610250,Salazar Blng Ed Ctr,Small,160 W WENDELL ST,60610,ES,6,06A,6,27,3,7,12,6,8,NEAR NORTH SIDE,Central,Near N-Near W-Loop-BridgePort-Chinatown
26721,SANDOVAL,610226,Sandoval Elem. School,Neighborhood,5534 S SAINT LOUIS AVE,60629,ES,8,08A,8,14,7,4,1,1,63,GAGE PARK,Southwest Side,McKinley Park
66601,ACERO - SANTIAGO,400114,Santiago Charter Elem School,Charter,2510 W CORTEZ ST,60622,ES,5,CTUA1,5,36,1,3,4,2,24,WEST TOWN,West Side,Humboldt Park-Garfield W-N Lawndale
29151,SAUCEDO,610017,Saucedo Scholastic Academy,Magnet,2850 W 24TH BLVD,60623,ES,7,07B,7,24,7,4,24,12,30,SOUTH LAWNDALE,West Side,Pilsen-Little Village
25211,SAUGANASH,610155,Sauganash Elem School,Neighborhood,6040 N KILPATRICK AVE,60646,ES,1,01B,1,39,10,5,15,8,12,FOREST GLEN,Far North Side,Saug-ReedDunning-AlbanyPk
25231,SAWYER,610157,Sawyer Elem School,Neighborhood,5248 S SAWYER AVE,60632,ES,8,08A,8,14,7,4,1,1,63,GAGE PARK,Southwest Side,McKinley Park
29271,SAYRE,610158,Sayre Language Academy,Neighborhood,1850 N NEWLAND AVE,60707,ES,3,03B,3,29,1,7,78,39,25,AUSTIN,West Side,Belmont-Austin
25241,SCAMMON,610159,Scammon Elem School,Neighborhood,4201 W HENDERSON ST,60641,ES,1,01B,1,30,8,3,40,20,16,IRVING PARK,Northwest Side,Saug-ReedDunning-AlbanyPk
25391,SCHMID,610178,Schmid Elem School,Neighborhood,9755 S GREENWOOD AVE,60628,ES,12,12B,12,8,4,1,34,17,50,PULLMAN,Far Southeast Side,Chatham-South Shore
25291,SCHUBERT,610165,Schubert Elem School,Neighborhood,2727 N LONG AVE,60639,ES,3,03A,3,31,8,3,39,20,19,BELMONT CRAGIN,Northwest Side,Belmont-Austin
46281,SCHURZ HS,609729,Schurz High School,Neighborhood,3601 N MILWAUKEE AVE,60641,HS,1,14,14,30,8,5,19,10,16,IRVING PARK,Northwest Side,Saug-ReedDunning-AlbanyPk
47061,SENN HS,609730,Senn High School,Neighborhood,5900 N GLENWOOD AVE,60660,HS,2,14,14,48,10,9,14,7,77,EDGEWATER,Far North Side,Ravenswood
25301,SEWARD,610167,Seward Elem School,Neighborhood,4600 S HERMITAGE AVE,60609,ES,8,08B,8,15,7,4,24,12,61,NEW CITY,Southwest Side,McKinley Park
29201,SHERIDAN,610081,"Sheridan, M. Academy",Magnet,533 W 27TH ST,60616,ES,6,06B,6,11,11,7,24,12,60,BRIDGEPORT,South Side,Near N-Near W-Loop-BridgePort-Chinatown
25341,SHERMAN,610172,Sherman Elem School,Neighborhood,1000 W 52ND ST,60609,ES,8,AUSL-S,8,20,2,7,6,3,61,NEW CITY,Southwest Side,McKinley Park
25351,SHERWOOD,610173,Sherwood Elem School,Neighborhood,245 W 57TH ST,60621,ES,8,11A,11,20,2,7,5,3,68,ENGLEWOOD,Southwest Side,McKinley Park
25361,SHIELDS,610174,Shields Elem School,Neighborhood,4250 S ROCKWELL ST,60632,ES,8,08B,8,12,7,4,23,12,58,BRIGHTON PARK,Southwest Side,McKinley Park
27091,SHIELDS MIDDLE,610559,Shields Middle School,Neighborhood,2611 W 48TH ST,60632,ES,8,08B,8,15,7,4,1,1,58,BRIGHTON PARK,Southwest Side,McKinley Park
25371,SHOESMITH,610175,Shoesmith Elem School,Neighborhood,1330 E 50TH ST,60615,ES,9,09B,9,4,3,2,25,13,39,KENWOOD,South Side,Bronzeville-Hyde Park-Woodlawn
25381,SHOOP,610176,Shoop Academy,Neighborhood,11140 S BISHOP ST,60643,ES,13,13A,13,21,5,1,27,14,75,MORGAN PARK,Far Southwest Side,Far South Side - Far East Side
53061,SIMEON HS,609692,Simeon Vocational High School,Career academy,8147 S VINCENNES AVE,60620,HS,11,17,17,6,4,1,31,16,44,CHATHAM,Far Southeast Side,Englewood-Auburn Gresham
49051,SIMPSON HS,609750,Simpson Academy,Alternative,1321 S PAULINA ST,60608,HS,6,15,15,28,2,7,9,5,28,NEAR WEST SIDE,West Side,Near N-Near W-Loop-BridgePort-Chinatown
29281,SKINNER,610177,Skinner Classical West School,Classical,1260 W ADAMS ST,60607,ES,6,06B,6,27,2,7,10,5,28,NEAR WEST SIDE,West Side,Near N-Near W-Loop-BridgePort-Chinatown
22591,SKINNER NORTH,610534,Skinner North School,Classical,640 W SCOTT ST,60610,ES,4,04B,4,27,3,7,9,5,8,NEAR NORTH SIDE,Central,Logan-Lincoln Park
23641,SMITH,609978,"Smith, W. Elem School",Neighborhood,744 E 103RD ST,60628,ES,13,13A,13,8,4,1,34,17,50,PULLMAN,Far Southeast Side,Far South Side - Far East Side
25401,SMYSER,610179,Smyser Elem School,Neighborhood,4310 N MELVINA AVE,60634,ES,1,01A,1,38,12,3,19,10,15,PORTAGE PARK,Northwest Side,Saug-ReedDunning-AlbanyPk
25411,SMYTH,610180,"Smyth, J. Elem School",Magnet,1059 W 13TH ST,60608,ES,6,06B,6,28,2,7,9,5,28,NEAR WEST SIDE,West Side,Near N-Near W-Loop-BridgePort-Chinatown
55171,SOCIAL JUSTICE HS,610383,Social Justice High School,Small,3120 S KOSTNER AVE,60623,HS,7,15,15,22,7,4,23,12,30,SOUTH LAWNDALE,West Side,Pilsen-Little Village
25431,SOLOMON,610182,Solomon Elem School,Neighborhood,6206 N HAMLIN AVE,60659,ES,1,01C,1,39,10,5,15,8,13,NORTH PARK,Far North Side,Saug-ReedDunning-AlbanyPk
46101,SOLORIO HS,610543,Solorio Academy High School,Neighborhood,5400 S ST LOUIS AVE,60632,HS,8,AUSL-S,15,14,7,4,1,1,63,GAGE PARK,Southwest Side,McKinley Park
23521,SOR JUANA,610589,Sor Juana Classical,Classical,4034 W 56TH ST,60629,ES,8,08A,8,13,7,4,22,11,62,WEST ELSDON,Southwest Side,McKinley Park
66137,ACERO - SOTO HS,400149,Soto Charter High School,Charter,5025 S SAINT LOUIS AVE,60632,HS,8,CTUA1,8,14,7,4,1,1,63,GAGE PARK,Southwest Side,McKinley Park
23751,SOUTH LOOP,609990,South Loop Elem School,Regional gifted center,1601 S DEARBORN ST,60616,ES,6,06B,6,3,2,7,6,3,33,NEAR SOUTH SIDE,Central,Near N-Near W-Loop-BridgePort-Chinatown
22251,SOUTH SHORE ES,610530,South Shore Fine Arts Academy,Small,1415 E 70TH ST,60637,ES,12,12A,12,5,3,1,26,13,43,SOUTH SHORE,South Side,Chatham-South Shore
46631,SOUTH SHORE INTL HS,610547,South Shore Int'l Col. Prep.,Selective enrollment,1955 E 75TH ST,60649,HS,12,17,17,8,3,1,33,17,43,SOUTH SHORE,South Side,Chatham-South Shore
49031,SOUTHSIDE HS,609745,Southside Occ. Academy,Special Education,7342 S HOYNE AVE,60636,HS,11,11C,11,17,2,7,32,16,67,WEST ENGLEWOOD,Southwest Side,Englewood-Auburn Gresham
25441,SPENCER,610183,Spencer Elem School,Neighborhood,214 N LAVERGNE AVE,60644,ES,3,03B,3,28,1,7,8,4,25,AUSTIN,West Side,Belmont-Austin
46461,SPRY HS,610357,Spry Comm Links H.S.,Neighborhood,2400 S MARSHALL BLVD,60623,HS,7,16,16,24,7,4,23,12,30,SOUTH LAWNDALE,West Side,Pilsen-Little Village
25451,SPRY ES,610184,Spry Elem School,Neighborhood,2400 S MARSHALL BLVD,60623,ES,7,07A,7,24,7,4,23,12,30,SOUTH LAWNDALE,West Side,Pilsen-Little Village
26521,STAGG,610339,Stagg Elem School,Neighborhood,7424 S MORGAN ST,60621,ES,11,AUSL-S,11,17,2,7,31,16,68,ENGLEWOOD,Southwest Side,Englewood-Auburn Gresham
46291,STEINMETZ HS,609732,Steinmetz High School,Neighborhood,3030 N MOBILE AVE,60634,HS,3,14,14,30,8,3,3,2,19,BELMONT CRAGIN,Northwest Side,Belmont-Austin
22711,STEM,610548,STEM,Magnet,1522 W FILLMORE ST,60607,ES,6,06B,6,28,2,7,9,5,28,NEAR WEST SIDE,West Side,Near N-Near W-Loop-BridgePort-Chinatown
25471,STEVENSON,610185,Stevenson Elem School,Neighborhood,8010 S KOSTNER AVE,60652,ES,10,10B,10,18,11,4,32,16,70,ASHBURN,Far Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
30081,STOCK,610163,"Stock, F. Elem School",Neighborhood,7507 W BIRCHWOOD AVE,60631,ES,1,01A,1,41,9,9,20,10,9,EDISON PARK,Far North Side,Saug-ReedDunning-AlbanyPk
29291,STONE,610191,Stone Scholastic Academy,Magnet,6239 N LEAVITT ST,60659,ES,2,02A,2,50,13,9,16,8,2,WEST RIDGE,Far North Side,Ravenswood
25521,STOWE,610192,Stowe Elem School,Neighborhood,3444 W WABANSIA AVE,60647,ES,5,05A,5,26,8,3,4,2,23,HUMBOLDT PARK,West Side,Humboldt Park-Garfield W-N Lawndale
14050,Student Health / Wellness,,Student Health / Wellness,CW Department,,,,,,,,,,,,,,,
11672,Students w Disabilities - Asmt / Asgn,,Students w Disabilities - Asmt / Asgn,CW Department,,,,,,,,,,,,,,,
11675,Students w Disabilities - RSPs,,Students w Disabilities - RSPs,CW Department,,,,,,,,,,,,,,,
11673,Students w Disabilities - Svc Del,,Students w Disabilities - Svc Del,CW Department,,,,,,,,,,,,,,,
26881,SUDER,610405,Suder Campus Montessori,Magnet,2022 W WASHINGTON BLVD,60612,ES,6,06A,6,27,2,7,10,5,28,NEAR WEST SIDE,West Side,Near N-Near W-Loop-BridgePort-Chinatown
46301,SULLIVAN HS,609733,Sullivan High School,Neighborhood,6631 N BOSWORTH AVE,60626,HS,2,14,14,49,13,9,14,7,1,ROGERS PARK,Far North Side,Ravenswood
31221,SUMNER,610194,Sumner Elem School,Neighborhood,4320 W 5TH AVE,60624,ES,5,05B,5,24,2,7,10,5,26,WEST GARFIELD PARK,West Side,Humboldt Park-Garfield W-N Lawndale
25561,SUTHERLAND,610195,Sutherland Elem School,Neighborhood,10015 S LEAVITT ST,60643,ES,10,10C,10,19,11,6,35,18,72,BEVERLY,Far Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
25571,SWIFT,610196,Swift Elem School,Neighborhood,5900 N WINTHROP AVE,60660,ES,2,02A,2,48,10,9,14,7,77,EDGEWATER,Far North Side,Ravenswood
46311,TAFT HS,609734,Taft High School,Neighborhood,6530 W BRYN MAWR AVE,60631,HS,1,14,14,41,10,5,20,10,10,NORWOOD PARK,Far North Side,Saug-ReedDunning-AlbanyPk
25581,TALCOTT,610197,Talcott Elem School,Neighborhood,1840 W OHIO ST,60622,ES,6,06A,6,36,2,7,4,2,24,WEST TOWN,West Side,Near N-Near W-Loop-BridgePort-Chinatown
11010,Talent Office,,Talent Office,CW Department,,,,,,,,,,,,,,,
11070,Talent Office CW,,Talent Office CW,CW Department,,,,,,,,,,,,,,,
26781,TALMAN,610249,Talman Comm. Elem. School,Neighborhood,5450 S TALMAN AVE,60632,ES,8,08B,8,14,7,4,1,1,63,GAGE PARK,Southwest Side,McKinley Park
66391,ACERO - TAMAYO,400084,Tamayo Charter Elem School,Charter,5135 S CALIFORNIA AVE,60632,ES,8,CTUA1,8,14,7,4,1,1,63,GAGE PARK,Southwest Side,McKinley Park
26281,TANNER,610279,Tanner Elem School,Neighborhood,7350 S EVANS AVE,60619,ES,12,12A,12,6,3,1,32,16,69,GREATER GRAND CROSSING,South Side,Chatham-South Shore
26791,TARKINGTON,610396,Tarkington Sch of Excellence,Neighborhood,3330 W 71ST ST,60629,ES,10,AUSL-S,10,17,11,4,32,16,66,CHICAGO LAWN,Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
25591,TAYLOR,610198,Taylor Elem School,Neighborhood,9912 S AVENUE H,60617,ES,13,13B,13,10,4,2,25,13,52,EAST SIDE,Far Southeast Side,Far South Side - Far East Side
23231,TELPOCHCALLI,609921,Telpochcalli  Elem. School,Neighborhood,2832 W 24TH BLVD,60623,ES,7,07B,7,24,7,4,24,12,30,SOUTH LAWNDALE,West Side,Pilsen-Little Village
26891,THOMAS,610504,Thomas Early Chld Ctr,Neighborhood,3625 S HOYNE AVE,60609,ES,8,08B,8,12,7,4,1,1,59,MCKINLEY PARK,Southwest Side,McKinley Park
25601,THORP J,610200,"Thorp, J. N. Elem School",Neighborhood,8914 S BUFFALO AVE,60617,ES,12,12B,12,10,4,2,25,13,46,SOUTH CHICAGO,Far Southeast Side,Chatham-South Shore
29301,THORP O,610201,"Thorp, O. A. Scholastic Acad",Magnet,6024 W WARWICK AVE,60634,ES,1,01A,1,38,12,3,19,10,17,DUNNING,Northwest Side,Saug-ReedDunning-AlbanyPk
53121,TILDEN HS,609735,Tilden High School,Neighborhood,4747 S UNION AVE,60609,HS,8,16,16,15,11,7,6,3,61,NEW CITY,Southwest Side,McKinley Park
24441,TILL,610065,Till Math and Science Academy,Neighborhood,6543 S CHAMPLAIN AVE,60637,ES,9,09B,9,20,3,1,5,3,42,WOODLAWN,South Side,Bronzeville-Hyde Park-Woodlawn
25621,TILTON,610202,Tilton Elem School,Neighborhood,223 N KEELER AVE,60624,ES,5,05B,5,28,1,7,10,5,26,WEST GARFIELD PARK,West Side,Humboldt Park-Garfield W-N Lawndale
66396,ACERO - TORRES,400080,Torres Charter Elem School,Charter,4248 W 47TH ST,60632,ES,8,CTUA1,8,14,7,4,1,1,57,ARCHER HEIGHTS,Southwest Side,McKinley Park
22031,TUBMAN,609773,"Tubman, H Elem School",Neighborhood,2851 N SEMINARY AVE,60657,ES,4,04C,4,44,10,5,11,6,6,LAKE VIEW,North Side,Logan-Lincoln Park
29041,TURNER-DREW,609895,Turner-Drew Language Academy,Magnet,9300 S PRINCETON AVE,60620,ES,11,11B,11,9,4,1,27,14,49,ROSELAND,Far Southeast Side,Englewood-Auburn Gresham
25661,TWAIN,610206,Twain Elem School,Neighborhood,5134 S LOTUS AVE,60638,ES,10,10A,10,23,11,4,1,1,56,GARFIELD RIDGE,Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
26861,UPLIFT HS,610394,UPLIFT Community School,Small,900 W WILSON AVE,60640,HS,2,14,14,46,10,9,13,7,3,UPTOWN,Far North Side,Ravenswood
66442,URBAN PREP - BRONZEVILLE HS,400105,Urban Prep Bronzeville Campus,Charter,521 E 35TH ST,60653,HS,9,CTUA2,9,4,3,1,26,13,35,DOUGLAS,South Side,Bronzeville-Hyde Park-Woodlawn
66441,URBAN PREP - ENGLEWOOD HS,400086,Urban Prep Englewood Campus,Charter,6201 S STEWART AVE,60621,HS,11,CTUA2,11,20,2,7,5,3,68,ENGLEWOOD,Southwest Side,Englewood-Auburn Gresham
29311,VANDERPOEL,610207,Vanderpoel Magnet School,Magnet,9510 S PROSPECT AVE,60643,ES,10,10C,10,19,11,1,35,18,72,BEVERLY,Far Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
49081,VAUGHN HS,609766,Vaughn Occ High School,Special Education,4355 N LINDER AVE,60641,HS,1,14,14,45,12,3,19,10,15,PORTAGE PARK,Northwest Side,Saug-ReedDunning-AlbanyPk
26731,VICK,609871,Vick Early Chld & Fam Center,Special Education,2554 W 113TH ST,60655,ES,10,10C,10,19,11,6,35,18,75,MORGAN PARK,Far Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
26931,VIRTUAL ACADEMY ES,610596,Virtual Academy,Magnet,1326 W 14TH ST,60608,ES,6,06A,6,28,2,7,9,5,28,NEAR WEST SIDE,West Side,Near N-Near W-Loop-BridgePort-Chinatown
26931,VIRTUAL ACADEMY HS,610597,Virtual Academy,Magnet,1326 W 14TH ST,60608,HS,6,06A,6,28,2,7,9,5,28,NEAR WEST SIDE,West Side,Near N-Near W-Loop-BridgePort-Chinatown
25681,VOLTA,610209,Volta Elem School,Neighborhood,4950 N AVERS AVE,60625,ES,1,01C,1,39,12,3,40,20,14,ALBANY PARK,Far North Side,Saug-ReedDunning-AlbanyPk
47081,VON STEUBEN HS,609737,Von Steuben Metro High School,Magnet,5039 N KIMBALL AVE,60625,HS,1,14,14,39,12,3,15,8,13,NORTH PARK,Far North Side,Saug-ReedDunning-AlbanyPk
26621,WACKER,610366,Wacker Elem School,Neighborhood,9746 S MORGAN ST,60643,ES,11,11B,11,21,5,1,27,14,73,WASHINGTON HEIGHTS,Far Southwest Side,Englewood-Auburn Gresham
25711,WADSWORTH,610213,Wadsworth Elem School,Neighborhood,6650 S ELLIS AVE,60637,ES,9,09B,9,20,3,1,5,3,42,WOODLAWN,South Side,Bronzeville-Hyde Park-Woodlawn
25731,WALSH,610216,Walsh Elem School,Neighborhood,2015 S PEORIA ST,60608,ES,7,07B,7,25,7,4,24,12,31,LOWER WEST SIDE,West Side,Pilsen-Little Village
25751,WARD J,610217,"Ward, J. Elem School",Neighborhood,2701 S SHIELDS AVE,60616,ES,6,06B,6,11,11,7,24,12,34,ARMOUR SQUARE,South Side,Near N-Near W-Loop-BridgePort-Chinatown
24991,WARD L,610133,"Ward, L. Elem School",Neighborhood,646 N LAWNDALE AVE,60624,ES,5,05A,5,27,1,7,10,5,23,HUMBOLDT PARK,West Side,Humboldt Park-Garfield W-N Lawndale
25761,WARREN,610218,Warren Elem School,Neighborhood,9239 S JEFFERY AVE,60617,ES,12,12B,12,7,4,1,25,13,48,CALUMET HEIGHTS,Far Southeast Side,Chatham-South Shore
25771,WASHINGTON G ES,610219,"Washington, G. Elem School",Neighborhood,3611 E 114TH ST,60617,ES,13,13B,13,10,4,2,25,13,52,EAST SIDE,Far Southeast Side,Far South Side - Far East Side
46331,WASHINGTON HS,609739,"Washington, G. High School",Neighborhood,3535 E 114TH ST,60617,HS,13,17,17,10,4,2,25,13,52,EAST SIDE,Far Southeast Side,Far South Side - Far East Side
24921,WASHINGTON H ES,610124,"Washington, Harold Elem. Sch.",Neighborhood,9130 S UNIVERSITY AVE,60619,ES,12,12B,12,8,4,1,33,17,47,BURNSIDE,Far Southeast Side,Chatham-South Shore
25781,WATERS,610220,Waters Elem School,Neighborhood,4540 N CAMPBELL AVE,60625,ES,2,02B,2,47,12,5,11,6,4,LINCOLN SQUARE,North Side,Ravenswood
25791,WEBSTER,610221,Webster Elem School,Neighborhood,4055 W ARTHINGTON ST,60624,ES,5,05B,5,24,2,7,10,5,26,WEST GARFIELD PARK,West Side,Humboldt Park-Garfield W-N Lawndale
51071,WELLS HS,609740,Wells Comm Acad High School,Neighborhood,936 N ASHLAND AVE,60622,HS,6,15,15,1,2,7,4,2,24,WEST TOWN,West Side,Near N-Near W-Loop-BridgePort-Chinatown
24811,WELLS ES,610110,Wells Preparatory School,Small,249 E 37TH ST,60653,ES,9,09A,9,3,3,1,5,3,35,DOUGLAS,South Side,Bronzeville-Hyde Park-Woodlawn
25811,WENTWORTH,610223,Wentworth Elem School,Neighborhood,1340 W 71ST ST,60636,ES,11,11C,11,17,2,7,32,16,67,WEST ENGLEWOOD,Southwest Side,Englewood-Auburn Gresham
24721,WEST PARK,610100,West Park Acad Fine Arts & Tec,Neighborhood,1425 N TRIPP AVE,60651,ES,5,05A,5,36,8,3,4,2,23,HUMBOLDT PARK,West Side,Humboldt Park-Garfield W-N Lawndale
22381,WEST RIDGE,610542,West Ridge Elementary School,Neighborhood,6700 N WHIPPLE ST,60645,ES,2,02A,2,50,13,9,16,8,2,WEST RIDGE,Far North Side,Ravenswood
26381,WESTCOTT,610300,Westcott Elem School,Neighborhood,409 W 80TH ST,60620,ES,11,11B,11,6,3,1,31,16,44,CHATHAM,Far Southeast Side,Englewood-Auburn Gresham
53071,WESTINGHOUSE HS,609693,Westinghouse College Prep.,Selective enrollment,3223 W FRANKLIN BLVD,60624,HS,5,15,15,28,1,7,10,5,23,HUMBOLDT PARK,West Side,Humboldt Park-Garfield W-N Lawndale
25831,WHISTLER,610225,Whistler Elem School,Neighborhood,11533 S ADA ST,60643,ES,13,13A,13,21,5,1,27,14,53,WEST PULLMAN,Far Southeast Side,Far South Side - Far East Side
26431,WHITE,610315,White Academy,Neighborhood,1136 W 122ND ST,60643,ES,13,13A,13,21,5,1,28,14,53,WEST PULLMAN,Far Southeast Side,Far South Side - Far East Side
25841,WHITNEY,610227,Whitney Elem School,Neighborhood,2815 S KOMENSKY AVE,60623,ES,7,07A,7,22,7,4,23,12,30,SOUTH LAWNDALE,West Side,Pilsen-Little Village
25861,WHITTIER,610228,Whittier Elem School,Magnet,1900 W 23RD ST,60608,ES,7,07B,7,25,7,4,24,12,31,LOWER WEST SIDE,West Side,Pilsen-Little Village
25881,WILDWOOD,610230,Wildwood Elem School,Magnet,6950 N HIAWATHA AVE,60646,ES,1,01A,1,45,10,5,15,8,12,FOREST GLEN,Far North Side,Saug-ReedDunning-AlbanyPk
55161,WILLIAMS HS,610380,Williams Prep. Sch. of Med,Small,4934 S WABASH AVE,60615,HS,9,17,17,3,3,7,5,3,38,GRAND BOULEVARD,South Side,Bronzeville-Hyde Park-Woodlawn
